TransactionID,CustomerID,Timestamp,TransactionType,MerchantCategory,Amount,CardPresent,DeviceType,Country,HomeCountry,Hour,IsNight,IsForeign,DeviceNovel,PrevTimestamp,SecondsSincePrev,RapidSeq,FraudProb,FraudFlag,AmtScaled,MerchantRisk,CardNotPresent,RiskScore
TX-201237,CUST-11636,2022-09-23 02:10:11,Online,Healthcare,526.62,Yes,POS Terminal,India,India,2,1,0,0,2022-08-22 03:05:04,2761507.0,0,0.07497255596694266,0,0.06642082248881274,0.02,0,0.10564728787108446
TX-215817,CUST-11637,2022-01-18 00:29:41,Online,Retail,343.86,Yes,POS Terminal,India,India,0,1,0,0,,999999.0,0,0.07698685005581231,0,0.04336378420045343,0.02,0,0.0975773244701587
TX-213426,CUST-11637,2022-02-24 11:42:11,ATM,Retail,80.62,Yes,ATM Machine,India,India,11,0,0,1,2022-01-18 00:29:41,3237150.0,0,0.07180259133491719,0,0.010153372956047048,0.02,0,0.10595368053461647
TX-201952,CUST-11637,2022-04-22 13:31:09,POS,Travel,137.84,Yes,POS Terminal,India,India,13,0,0,0,2022-02-24 11:42:11,4931338.0,0,0.0494964534931207,0,0.017372259642739543,0.05,0,0.01208029087495884
TX-210194,CUST-11638,2021-02-26 00:21:50,POS,Food,26.44,Yes,POS Terminal,Brazil,Brazil,0,1,0,0,,999999.0,0,0.035940081131270854,0,0.003318013279622731,0.01,0,0.08236130464786796
TX-210780,CUST-11638,2021-05-29 00:47:10,ATM,Gambling,213.22,Yes,ATM Machine,Brazil,Brazil,0,1,0,1,2021-02-26 00:21:50,7950320.0,0,0.16765361026134196,1,0.026882215574981425,0.1,0,0.20140877545124353
TX-210259,CUST-11638,2021-06-14 11:46:14,ATM,Food,3.69,Yes,ATM Machine,Brazil,Brazil,11,0,0,0,2021-05-29 00:47:10,1421944.0,0,0.028105364234586712,0,0.0004478687126486956,0.01,0,0.0013567540494270434
TX-219876,CUST-11638,2021-12-11 18:05:09,POS,Travel,391.32,Yes,POS Terminal,Brazil,Brazil,18,0,0,0,2021-06-14 11:46:14,15574735.0,0,0.045211196518674085,0,0.04935134732786387,0.05,0,0.023272971564752352
TX-204912,CUST-11639,2021-06-23 16:55:17,POS,Healthcare,13.19,Yes,POS Terminal,China,China,16,0,0,1,,999999.0,0,0.06183305610699815,0,0.001646390619736754,0.02,0,0.10297623671690787
TX-201128,CUST-11639,2021-10-28 04:43:12,ATM,Utilities,30.64,Yes,ATM Machine,China,China,4,1,0,0,2021-06-23 16:55:17,10928875.0,0,0.0506647857434338,0,0.0038478861227563992,0.005,0,0.08194676014296474
TX-217754,CUST-11639,2021-12-11 06:09:28,Online,Food,86.9,No,ATM Machine,Canada,China,6,0,1,0,2021-10-28 04:43:12,3806776.0,0,0.09649801210152882,0,0.010945659016732629,0.01,1,0.2550309806558564
TX-202409,CUST-11639,2021-12-12 06:17:04,Online,Entertainment,76.76,Yes,ATM Machine,China,China,6,0,0,0,2021-12-11 06:09:28,86856.0,0,0.052959449725675345,0,0.009666394581167059,0.03,0,0.00698323810340847
TX-205093,CUST-11639,2022-12-28 14:06:45,Online,Entertainment,149.05,No,ATM Machine,China,China,14,0,0,0,2021-12-12 06:17:04,32946581.0,0,0.06451458566545626,0,0.018786515493103454,0.03,1,0.11017528042258622
TX-206179,CUST-11640,2022-07-24 16:59:49,ATM,Retail,4.01,Yes,ATM Machine,UK,UK,16,0,0,0,,999999.0,0,0.040235126563768465,0,0.0004882399768874512,0.02,0,0.002570883991910608
TX-217002,CUST-11640,2022-07-31 18:29:29,POS,Healthcare,40.92,Yes,POS Terminal,UK,UK,18,0,0,1,2022-07-24 16:59:49,610180.0,0,0.061710512182782146,0,0.005144812986426424,0.02,0,0.10420068454524925
TX-201096,CUST-11640,2022-08-09 19:10:37,POS,Retail,35.41,Yes,POS Terminal,UK,UK,19,0,0,1,2022-07-31 18:29:29,780068.0,0,0.06188909141293946,0,0.00444967028031535,0.02,0,0.10395738459811038
TX-203490,CUST-11640,2022-11-21 21:07:57,Online,Gambling,131.57,No,Laptop,UK,UK,21,0,0,0,2022-08-09 19:10:37,8992640.0,0,0.1278845467126187,0,0.016581235184061426,0.1,1,0.1178034323144215
TX-204627,CUST-11641,2021-03-06 09:32:10,Online,Travel,532.52,Yes,Laptop,Singapore,Singapore,9,0,0,0,,999999.0,0,0.06587062667248131,0,0.0671651676732148,0.05,0,0.029507808685625178
TX-208684,CUST-11641,2021-07-27 09:43:18,Online,Retail,13.2,No,Laptop,Singapore,Singapore,9,0,0,0,2021-03-06 09:32:10,12355868.0,0,0.05985136022826716,0,0.0016476522217442153,0.02,1,0.10297667827761048
TX-217055,CUST-11642,2021-06-10 17:16:47,POS,Crypto,369.0,Yes,POS Terminal,UK,UK,17,0,0,1,,999999.0,0,0.1591283559709125,1,0.046535451647210666,0.12,0,0.13068740807652374
TX-203103,CUST-11642,2022-07-26 14:46:34,Online,Travel,474.83,No,Laptop,UK,UK,14,0,0,0,2021-06-10 17:16:47,35501387.0,0,0.06791887858667721,0,0.059886985692171636,0.05,1,0.12696044499226009
TX-214172,CUST-11642,2022-09-30 06:58:56,POS,Travel,28.82,Yes,POS Terminal,UK,UK,6,0,0,0,2022-07-26 14:46:34,5674342.0,0,0.06552367096158636,0,0.003618274557398476,0.05,0,0.007266396095089467
TX-216950,CUST-11642,2022-10-16 15:31:27,POS,Utilities,25.83,Yes,POS Terminal,UK,UK,15,0,0,0,2022-09-30 06:58:56,1413151.0,0,0.022821002333671615,0,0.003241055557167603,0.005,0,0.001734369445008661
TX-219055,CUST-11643,2021-03-07 18:56:39,Online,Utilities,15.26,No,Mobile,UAE,UAE,18,0,0,0,,999999.0,0,0.0451364311152996,0,0.0019075422352812048,0.005,1,0.10126763978234843
TX-214896,CUST-11643,2021-05-01 08:56:26,Online,Retail,10.13,No,Tablet,UAE,UAE,8,0,0,0,2021-03-07 18:56:39,4715987.0,0,0.04685574744747797,0,0.0012603404054536533,0.02,1,0.10284111914190879
TX-206246,CUST-11643,2021-10-04 05:03:27,Online,Food,4.37,No,Mobile,UAE,UAE,5,0,0,0,2021-05-01 08:56:26,13464421.0,0,0.04674299467576344,0,0.0005336576491560514,0.01,1,0.10138678017720464
TX-207172,CUST-11644,2021-09-30 10:19:39,Online,Food,49.6,No,ATM Machine,India,India,10,0,0,0,,999999.0,0,0.03816065906968929,0,0.006239883528902672,0.01,1,0.10338395923511595
TX-208221,CUST-11644,2022-10-10 15:57:06,POS,Retail,8.65,Yes,POS Terminal,India,India,15,0,0,1,2021-09-30 10:19:39,32420247.0,0,0.0630563901343225,0,0.0010736233083494084,0.02,0,0.1027757681579223
TX-210945,CUST-11644,2022-10-18 03:25:46,Online,Retail,37.18,No,ATM Machine,India,India,3,1,0,0,2022-10-10 15:57:06,646120.0,0,0.0753094175935316,0,0.004672973835635968,0.02,1,0.1840355408424726
TX-202872,CUST-11645,2021-11-24 18:07:11,Online,Healthcare,111.82,No,Tablet,Canada,Canada,18,0,0,0,,999999.0,0,0.05341468492994838,0,0.014089571219325723,0.02,1,0.107331349926764
TX-214298,CUST-11645,2021-12-19 19:27:54,Online,Travel,17.99,No,POS Terminal,Canada,Canada,19,0,0,0,2021-11-24 18:07:11,2164843.0,0,0.06565939448795992,0,0.002251959583318089,0.05,1,0.10678818585416135
TX-206801,CUST-11645,2022-03-18 07:13:25,Online,Entertainment,34.22,No,Tablet,Canada,Canada,7,0,0,0,2021-12-19 19:27:54,7645531.0,0,0.06559774479984073,0,0.004299539641427478,0.03,1,0.10510483887449963
TX-200625,CUST-11645,2022-05-12 22:28:48,Online,Entertainment,954.31,No,POS Terminal,Canada,Canada,22,0,0,0,2022-03-18 07:13:25,4806923.0,0,0.06295426223817838,0,0.12037827874591714,0.03,1,0.14573239756107098
TX-208178,CUST-11645,2022-09-05 04:56:16,Transfer,Entertainment,19.23,No,POS Terminal,Canada,Canada,4,1,0,0,2022-05-12 22:28:48,9959248.0,0,0.09118709881601524,0,0.0024083982322432675,0.03,1,0.18444293938128514
TX-203551,CUST-11646,2021-03-11 15:36:20,Online,Gaming,52.03,No,Tablet,India,India,15,0,0,0,,999999.0,0,0.0818792505669997,0,0.006546452816715723,0.04,1,0.10709125848585051
TX-209483,CUST-11646,2021-04-14 17:30:26,POS,Travel,21.97,Yes,POS Terminal,India,India,17,0,0,1,2021-03-11 15:36:20,2944446.0,0,0.07350766171977244,0,0.0027540771822876127,0.05,0,0.10696392701380067
TX-219855,CUST-11646,2022-04-06 21:13:53,Online,Retail,272.32,No,Laptop,India,India,21,0,0,0,2021-04-14 17:30:26,30858207.0,0,0.06090810703929189,0,0.03433828343907661,0.02,1,0.11441839920367682
TX-213411,CUST-11647,2021-06-13 20:25:05,Online,Healthcare,283.95,No,Mobile,Australia,Australia,20,0,0,1,,999999.0,0,0.08826236754129639,0,0.03580552657375388,0.02,1,0.21493193430081386
TX-205892,CUST-11647,2021-08-03 05:48:55,Transfer,Travel,82.9,Yes,ATM Machine,Australia,Australia,5,0,0,0,2021-06-13 20:25:05,4353830.0,0,0.08707717784666574,0,0.010441018213748182,0.05,0,0.009654356374811863
TX-213458,CUST-11647,2021-11-15 01:01:00,Transfer,Entertainment,34.72,No,ATM Machine,Australia,Australia,1,1,0,0,2021-08-03 05:48:55,8968325.0,0,0.09008709587189287,0,0.004362619741800533,0.03,1,0.18512691690963018
TX-207571,CUST-11647,2022-01-21 21:25:44,Online,Travel,176.1,No,ATM Machine,Australia,Australia,21,0,0,0,2021-11-15 01:01:00,5862284.0,0,0.07114362764232725,0,0.022199148923285766,0.05,1,0.11376970212315003
TX-217611,CUST-11647,2022-04-17 22:36:19,Transfer,Retail,35.27,No,ATM Machine,Australia,Australia,22,0,0,0,2022-01-21 21:25:44,7434635.0,0,0.06598556247137143,0,0.0044320078522108956,0.02,1,0.10395120274827382
TX-208038,CUST-11647,2022-11-23 12:00:30,ATM,Food,16.86,Yes,ATM Machine,Australia,Australia,12,0,0,0,2022-04-17 22:36:19,18969851.0,0,0.032467602462689954,0,0.0021093985564749835,0.01,0,0.0019382894947662442
TX-204075,CUST-11647,2022-12-19 16:20:43,Online,Food,88.1,No,ATM Machine,Australia,Australia,16,0,0,0,2022-11-23 12:00:30,2262013.0,0,0.035904355024619056,0,0.01109705125762796,0.01,1,0.1050839679401698
TX-219435,CUST-11648,2021-11-10 08:00:20,Online,Retail,137.44,No,Tablet,Australia,Australia,8,0,0,0,,999999.0,0,0.04504527715933736,0,0.017321795562441098,0.02,1,0.10846262844685439
TX-206444,CUST-11648,2022-10-07 16:55:56,POS,Entertainment,46.62,Yes,POS Terminal,Australia,Australia,16,0,0,1,2021-11-10 08:00:20,28630536.0,0,0.06437437644858883,0,0.005863926130679259,0.03,0,0.10565237414573775
TX-208419,CUST-11649,2021-05-07 15:31:17,Online,Education,21.46,No,Mobile,Germany,Germany,15,0,0,0,,999999.0,0,0.036292064783502165,0,0.0026897354799070962,0.005,1,0.1015414074179675
TX-216865,CUST-11649,2022-05-29 16:40:20,Online,Crypto,648.35,Yes,Tablet,Germany,Germany,16,0,0,0,2021-05-07 15:31:17,33440943.0,0,0.1473418933537833,0,0.0817783037256369,0.12,0,0.043022406303972915
TX-206715,CUST-11649,2022-12-23 11:53:51,Online,Utilities,29.29,No,Mobile,Germany,Germany,11,0,0,0,2022-05-29 16:40:20,17954011.0,0,0.045847770307692645,0,0.0036775698517491485,0.005,1,0.10188714944811221
TX-219768,CUST-11650,2022-04-29 19:21:12,POS,Retail,58.59,Yes,POS Terminal,India,India,19,0,0,1,,999999.0,0,0.06765358536291532,0,0.007374063733610214,0.02,0,0.10498092230676358
TX-211230,CUST-11650,2022-07-03 14:01:54,POS,Travel,63.99,Yes,POS Terminal,India,India,14,0,0,1,2022-04-29 19:21:12,5596842.0,0,0.07806193533143549,0,0.008055328817639216,0.05,0,0.10881936508617374
TX-207738,CUST-11650,2022-08-26 20:26:04,Online,Retail,31.34,No,ATM Machine,India,India,20,0,0,0,2022-07-03 14:01:54,4688650.0,0,0.05455131144346252,0,0.003936198263278677,0.02,1,0.10377766939214754
TX-213708,CUST-11651,2021-02-15 16:08:50,POS,Food,26.17,Yes,POS Terminal,India,India,16,0,0,1,,999999.0,0,0.050765446596977355,0,0.0032839500254212813,0.01,0,0.10234938250889745
TX-212089,CUST-11651,2021-04-11 13:19:48,Online,Retail,29.57,No,Tablet,India,India,13,0,0,0,2021-02-15 16:08:50,4741858.0,0,0.04890386133132672,0,0.00371289470795806,0.02,1,0.10369951314778532
TX-210176,CUST-11651,2021-09-25 07:01:20,Online,Retail,32.48,Yes,Tablet,India,India,7,0,0,0,2021-04-11 13:19:48,14406092.0,0,0.05337354161152098,0,0.004080020892129244,0.02,0,0.0038280073122452353
TX-203687,CUST-11651,2022-01-08 12:47:38,ATM,Travel,77.66,Yes,ATM Machine,India,India,12,0,0,1,2021-09-25 07:01:20,9092778.0,0,0.08974150100318455,0,0.009779938761838558,0.05,0,0.1094229785666435
TX-214845,CUST-11651,2022-05-15 19:14:21,Online,Gaming,29.5,No,Tablet,India,India,19,0,0,0,2022-01-08 12:47:38,10996003.0,0,0.08197194249334257,0,0.003704063493905832,0.04,1,0.10609642222286704
TX-219071,CUST-11652,2022-01-05 05:12:22,POS,Education,68.16,Yes,POS Terminal,India,India,5,0,0,1,,999999.0,0,0.03991027385237114,0,0.0085814168547505,0.005,0,0.10360349589916268
TX-208440,CUST-11652,2022-01-11 09:39:25,Transfer,Education,21.74,No,Mobile,India,India,9,0,0,0,2022-01-05 05:12:22,534423.0,0,0.04912909267534254,0,0.002725060336116007,0.005,1,0.1015537711176406
TX-210504,CUST-11653,2021-07-21 04:37:11,Online,Entertainment,39.61,No,Laptop,India,India,4,1,0,0,,999999.0,0,0.08336216619228078,0,0.004979543123449019,0.03,1,0.18534284009320717
TX-207827,CUST-11653,2021-08-12 21:28:47,Online,Food,7.05,No,ATM Machine,India,India,21,0,0,1,2021-07-21 04:37:11,1961496.0,0,0.07576524713884336,0,0.00087176698715563,0.01,1,0.20150511844550448
TX-219165,CUST-11653,2021-10-04 15:05:30,Online,Entertainment,19.91,No,Laptop,India,India,15,0,0,0,2021-08-12 21:28:47,4556203.0,0,0.06710946456205678,0,0.0024941871687506234,0.03,1,0.10447296550906272
TX-205872,CUST-11653,2022-01-03 18:33:16,Online,Healthcare,34.34,No,Laptop,India,India,18,0,0,0,2021-10-04 15:05:30,7874866.0,0,0.05840503280692064,0,0.004314678865517012,0.02,1,0.10391013760293095
TX-219634,CUST-11654,2021-09-06 18:16:00,Transfer,Entertainment,204.42,No,Mobile,India,India,18,0,0,0,,999999.0,0,0.07372155218895365,0,0.02577200580841564,0.03,1,0.11262020203294548
TX-217109,CUST-11654,2021-09-18 02:35:16,POS,Utilities,165.18,Yes,POS Terminal,India,India,2,1,0,1,2021-09-06 18:16:00,980356.0,0,0.07902245007411249,0,0.02082147953113823,0.005,0,0.18788751783589838
TX-204648,CUST-11654,2022-05-07 12:05:04,Online,Travel,344.27,No,Laptop,India,India,12,0,0,1,2021-09-18 02:35:16,19992588.0,0,0.09841135089564365,0,0.04341550988275933,0.05,1,0.22119542845896578
TX-201712,CUST-11654,2022-10-05 10:56:01,ATM,Healthcare,249.69,Yes,ATM Machine,India,India,10,0,0,1,2022-05-07 12:05:04,13042257.0,0,0.07297553879514093,0,0.031483278096192106,0.02,0,0.11341914733366724
TX-215254,CUST-11655,2021-01-18 18:57:14,ATM,Travel,55.07,Yes,ATM Machine,China,China,18,0,0,1,,999999.0,0,0.09675062216055727,0,0.006929979826983902,0.05,0,0.10842549293944438
TX-219882,CUST-11655,2021-05-09 21:19:39,ATM,Travel,621.92,Yes,ATM Machine,China,China,21,0,0,1,2021-01-18 18:57:14,9598945.0,0,0.1004064353309149,0,0.07844388961991716,0.05,0,0.133455361366971
TX-209740,CUST-11655,2021-12-08 16:58:20,Transfer,Entertainment,38.4,No,Mobile,China,China,16,0,0,0,2021-05-09 21:19:39,18387521.0,0,0.06637125152908702,0,0.004826889280546223,0.03,1,0.10528941124819119
TX-201204,CUST-11656,2021-04-20 12:36:26,Online,Retail,47.42,Yes,ATM Machine,UK,UK,12,0,0,0,,999999.0,0,0.049453321236658986,0,0.005964854291276149,0.02,0,0.004487699001946652
TX-216836,CUST-11656,2021-12-09 18:27:56,POS,Retail,55.97,Yes,POS Terminal,UK,UK,18,0,0,1,2021-04-20 12:36:26,20152290.0,0,0.06293738616277023,0,0.007043524007655401,0.02,0,0.10486523340267939
TX-204091,CUST-11656,2022-05-17 09:23:59,Online,Retail,3.49,No,Laptop,UK,UK,9,0,0,0,2021-12-09 18:27:56,13704963.0,0,0.0511494009019913,0,0.00042263667249947337,0.02,1,0.10254792283537482
TX-219632,CUST-11656,2022-06-09 04:21:31,Online,Travel,21.65,No,ATM Machine,UK,UK,4,1,0,0,2022-05-17 09:23:59,1969052.0,0,0.08362006294770671,0,0.002713705918048857,0.05,1,0.1869497970713171
TX-210571,CUST-11656,2022-08-25 15:43:16,POS,Entertainment,46.04,Yes,POS Terminal,UK,UK,15,0,0,1,2022-06-09 04:21:31,6693705.0,0,0.07519525371333782,0,0.005790753214246515,0.03,0,0.1056267636249863
TX-202031,CUST-11656,2022-08-30 21:18:59,Transfer,Healthcare,15.65,No,Laptop,UK,UK,21,0,0,0,2022-08-25 15:43:16,452143.0,0,0.057401906908428856,0,0.0019567447135721886,0.02,1,0.10308486064975027
TX-214974,CUST-11656,2022-11-18 19:50:13,POS,Retail,55.16,Yes,POS Terminal,UK,UK,19,0,0,1,2022-08-30 21:18:59,6906674.0,0,0.058837297011038035,0,0.006941334245051051,0.02,0,0.10482946698576787
TX-217781,CUST-11656,2022-12-19 00:56:24,Online,Gaming,4.4,No,ATM Machine,UK,UK,0,1,0,0,2022-11-18 19:50:13,2610371.0,0,0.0934365279161579,0,0.0005374424551784347,0.04,1,0.18498810485931247
TX-208416,CUST-11657,2021-05-02 12:01:31,Online,Travel,232.18,Yes,ATM Machine,India,India,12,0,0,0,,999999.0,0,0.062180898224170424,0,0.029274212981127697,0.05,0,0.016245974543394694
TX-216134,CUST-11658,2021-01-21 07:52:26,Online,Food,98.26,Yes,Mobile,India,India,7,0,0,0,,999999.0,0,0.04391510768637607,0,0.012378838897208455,0.01,0,0.005532593614022959
TX-219044,CUST-11658,2021-05-07 19:43:30,POS,Retail,25.88,Yes,POS Terminal,India,India,19,0,0,1,2021-01-21 07:52:26,9201064.0,0,0.054307803343340455,0,0.0032473635672049085,0.02,0,0.10353657724852172
TX-203968,CUST-11658,2022-11-08 06:56:58,Online,Education,31.98,No,Mobile,India,India,6,0,0,0,2021-05-07 19:43:30,47474008.0,0,0.039990844997679145,0,0.0040169407917561885,0.005,1,0.10200592927711467
TX-219782,CUST-11659,2021-05-16 03:51:48,Online,Retail,47.57,No,POS Terminal,USA,USA,3,1,0,0,,999999.0,0,0.07399802899143873,0,0.005983778321388066,0.02,1,0.18449432241248584
TX-212149,CUST-11659,2022-01-17 10:20:27,Online,Utilities,14.69,No,POS Terminal,USA,USA,10,0,0,0,2021-05-16 03:51:48,21277719.0,0,0.04907213134663343,0,0.0018356309208559212,0.005,1,0.10124247082229958
TX-217730,CUST-11659,2022-01-21 10:48:56,Online,Gambling,50.34,No,POS Terminal,USA,USA,10,0,0,0,2022-01-17 10:20:27,347309.0,0,0.12291373967265765,0,0.0063332420774547945,0.1,1,0.11421663472710918
TX-209120,CUST-11660,2021-09-11 14:34:09,Online,Food,6.27,No,Mobile,UAE,UAE,14,0,0,0,,999999.0,0,0.044212698665030616,0,0.000773362030573663,0.01,1,0.1014706767107008
TX-206981,CUST-11661,2021-02-19 12:56:15,Online,Retail,253.48,No,Mobile,USA,USA,12,0,0,0,,999999.0,0,0.04630122080553255,0,0.03196142525701987,0.02,1,0.11358649883995696
TX-211651,CUST-11661,2021-05-10 20:31:00,POS,Retail,90.56,Yes,POS Terminal,USA,USA,20,0,0,1,2021-02-19 12:56:15,6939285.0,0,0.06666591357352034,0,0.011407405351463396,0.02,0,0.1063925918730122
TX-205374,CUST-11661,2021-05-18 09:46:46,ATM,Gaming,38.26,Yes,ATM Machine,USA,USA,9,0,0,1,2021-05-10 20:31:00,652546.0,0,0.1058857801809352,0,0.004809226852441768,0.04,0,0.10648322939835463
TX-213406,CUST-11661,2022-03-24 10:32:03,Online,Entertainment,58.35,Yes,Mobile,USA,USA,10,0,0,0,2021-05-18 09:46:46,26786717.0,0,0.05934857111176684,0,0.007343785285431147,0.03,0,0.006170324849900901
TX-214331,CUST-11661,2022-05-19 23:58:34,Online,Retail,69.44,No,Mobile,USA,USA,23,0,0,0,2022-03-24 10:32:03,4886791.0,0,0.05235028041616962,0,0.008742901911705521,0.02,1,0.10546001566909693
TX-206281,CUST-11661,2022-06-17 09:41:42,POS,Utilities,33.59,Yes,POS Terminal,USA,USA,9,0,0,1,2022-05-19 23:58:34,2454188.0,0,0.05237144289037544,0,0.004220058714957428,0.005,0,0.10207702055023511
TX-219773,CUST-11661,2022-10-04 00:59:43,Transfer,Retail,50.39,No,Mobile,USA,USA,0,1,0,0,2022-06-17 09:41:42,9386281.0,0,0.08378907447690793,0,0.0063395500874921,0.02,1,0.18461884253062227
TX-203811,CUST-11661,2022-10-09 22:33:28,Transfer,Retail,490.09,No,Mobile,USA,USA,22,0,0,0,2022-10-04 00:59:43,509625.0,0,0.06305207755068337,0,0.061812190355557295,0.02,1,0.12403426662444506
TX-212043,CUST-11662,2021-02-06 00:50:20,Online,Food,98.18,No,Tablet,China,China,0,1,0,1,,999999.0,0,0.08992622774898439,0,0.012368746081148765,0.01,1,0.28552906112840204
TX-212404,CUST-11662,2021-04-29 10:16:45,Online,Gaming,21.82,No,POS Terminal,China,China,10,0,0,0,2021-02-06 00:50:20,7118785.0,0,0.08983237318682785,0,0.0027351531521756962,0.04,1,0.1057573036032615
TX-208211,CUST-11662,2021-06-21 16:44:39,ATM,Healthcare,159.79,Yes,ATM Machine,UK,China,16,0,1,1,2021-04-29 10:16:45,4602474.0,0,0.12216884448605728,0,0.02014147604911669,0.02,0,0.25944951661719085
TX-201314,CUST-11663,2021-02-02 08:17:32,Transfer,Healthcare,45.47,No,Tablet,USA,USA,8,0,0,0,,999999.0,0,0.059365512048157695,0,0.005718841899821231,0.02,1,0.10440159466493744
TX-205134,CUST-11663,2021-03-06 16:02:38,POS,Travel,44.69,Yes,POS Terminal,USA,USA,16,0,0,1,2021-02-02 08:17:32,2792706.0,0,0.07793140092745057,0,0.005620436943239265,0.05,0,0.10796715293013376
TX-211013,CUST-11663,2022-09-25 19:54:57,Online,Travel,158.31,No,POS Terminal,USA,USA,19,0,0,1,2021-03-06 16:02:38,49089139.0,0,0.09682462944440919,0,0.019954758952012444,0.05,1,0.21298416563320438
TX-206674,CUST-11664,2021-05-19 23:58:11,POS,Retail,54.04,Yes,POS Terminal,Brazil,Brazil,23,0,0,1,,999999.0,0,0.059162659578159305,0,0.006800034820215407,0.02,0,0.1047800121870754
TX-214379,CUST-11664,2021-12-26 13:10:24,ATM,Entertainment,16.91,Yes,ATM Machine,Brazil,Brazil,13,0,0,1,2021-05-19 23:58:11,19055533.0,0,0.07190614874260338,0,0.002115706566512289,0.03,0,0.10434049729827931
TX-213538,CUST-11664,2022-10-15 20:46:44,ATM,Utilities,18.13,Yes,ATM Machine,Brazil,Brazil,20,0,0,1,2021-12-26 13:10:24,25342580.0,0,0.05784683190535642,0,0.002269622011422545,0.005,0,0.1013943677039979
TX-218983,CUST-11664,2022-10-16 21:17:57,Online,Gaming,43.29,Yes,Tablet,Brazil,Brazil,21,0,0,0,2022-10-15 20:46:44,88273.0,0,0.08046140726501148,0,0.005443812662194709,0.04,0,0.006705334431768148
TX-203109,CUST-11664,2022-12-26 10:35:48,Online,Food,6.49,No,Laptop,Brazil,Brazil,10,0,0,0,2022-10-16 21:17:57,6095871.0,0,0.040270137261899194,0,0.0008011172747378077,0.01,1,0.10148039104615825
TX-212179,CUST-11665,2021-01-30 18:55:20,Online,Utilities,17.92,No,ATM Machine,Singapore,Singapore,18,0,0,0,,999999.0,0,0.04535470855313695,0,0.002243128369265862,0.005,1,0.10138509492924307
TX-202189,CUST-11665,2021-03-19 04:50:45,Online,Gambling,39.01,No,POS Terminal,Singapore,Singapore,4,1,0,0,2021-01-30 18:55:20,4096525.0,0,0.14091788016665924,0,0.004903847003001351,0.1,1,0.1937163464510505
TX-213517,CUST-11665,2022-06-21 18:25:02,Online,Gambling,76.07,No,ATM Machine,Singapore,Singapore,18,0,0,0,2021-03-19 04:50:45,39706457.0,0,0.12648123096764202,0,0.00957934404265224,0.1,1,0.11535277041492828
TX-212405,CUST-11666,2022-01-12 08:50:27,Online,Healthcare,433.68,No,ATM Machine,India,India,8,0,0,0,,999999.0,0,0.05064495240680439,0,0.05469549343146915,0.02,1,0.1215434227010142
TX-205999,CUST-11666,2022-09-15 02:52:47,Online,Entertainment,38.0,Yes,ATM Machine,India,India,2,1,0,0,2022-01-12 08:50:27,21232940.0,0,0.07100514063462289,0,0.004776425200247779,0.03,0,0.08527174882008673
TX-211064,CUST-11666,2022-10-01 16:09:12,ATM,Crypto,5132.45,Yes,ATM Machine,India,India,16,0,0,0,2022-09-15 02:52:47,1430185.0,0,0.18648842124703552,1,0.6474932598912752,0.12,0,0.24102264096194628
TX-202539,CUST-11666,2022-10-22 15:52:53,Online,Retail,48.78,Yes,Mobile,India,India,15,0,0,1,2022-10-01 16:09:12,1813421.0,0,0.08311297854261726,0,0.00613643216429086,0.02,0,0.1045477512575018
TX-216376,CUST-11667,2021-04-04 11:01:57,Online,Gambling,463.9,No,ATM Machine,China,China,11,0,0,0,,999999.0,0,0.13114462624888656,0,0.058508054698016634,0.1,1,0.13247781914430584
TX-218475,CUST-11667,2021-07-01 23:51:38,Online,Gaming,49.32,No,ATM Machine,China,China,23,0,0,0,2021-04-04 11:01:57,7649381.0,0,0.08393326680874134,0,0.006204558672693761,0.04,1,0.10697159553544282
TX-208182,CUST-11667,2021-11-02 15:49:02,Online,Entertainment,121.7,No,POS Terminal,China,China,15,0,0,0,2021-07-01 23:51:38,10684644.0,0,0.06210339220366557,0,0.015336034002697306,0.03,1,0.10896761190094408
TX-215747,CUST-11667,2022-02-18 03:47:59,Online,Utilities,27.77,No,ATM Machine,China,China,3,1,0,0,2021-11-02 15:49:02,9287937.0,0,0.06071949277603393,0,0.0034858063466150593,0.005,1,0.18182003222131526
TX-214119,CUST-11668,2021-03-10 17:54:59,POS,Utilities,23.26,Yes,POS Terminal,India,India,17,0,0,1,,999999.0,0,0.05495952465272884,0,0.0029168238412500967,0.005,0,0.10162088834443754
TX-207908,CUST-11668,2021-07-22 05:15:46,POS,Retail,55.19,Yes,POS Terminal,India,India,5,0,0,1,2021-03-10 17:54:59,11532047.0,0,0.062437694999704786,0,0.006945119051073434,0.02,0,0.1048307916678757
TX-211399,CUST-11668,2021-09-15 07:22:00,Online,Utilities,48.6,Yes,Mobile,India,India,7,0,0,0,2021-07-22 05:15:46,4759574.0,0,0.0364585641120152,0,0.006113723328156561,0.005,0,0.002739803164854796
TX-204538,CUST-11668,2022-08-26 17:01:59,ATM,Entertainment,31.49,Yes,ATM Machine,India,India,17,0,0,1,2021-09-15 07:22:00,29842799.0,0,0.08256428555415589,0,0.003955122293390593,0.03,0,0.10498429280268672
TX-214916,CUST-11669,2021-12-03 09:38:51,Online,Entertainment,75.43,No,ATM Machine,Australia,Australia,9,0,0,0,,999999.0,0,0.06187930723367811,0,0.00949860151417473,0.03,1,0.10692451052996117
